date,ticker,open,high,low,close,volume
2021-04-30,RELIANCE,2938.45,2983.61,2928.83,2970.12,7687184
2021-05-03,RELIANCE,2970.12,2976.66,2932.19,2937.37,4716437
2021-05-04,RELIANCE,2937.37,2950.32,2930.34,2945.36,3386597
2021-05-05,RELIANCE,2945.36,2946.66,2936.87,2938.07,6471423
2021-05-06,RELIANCE,2938.07,2942.07,2917.77,2924.87,3953816
2021-05-07,RELIANCE,2924.87,2928.13,2878.04,2883.07,6316629
2021-05-10,RELIANCE,2883.07,2943.93,2881.16,2942.24,6860459
2021-05-11,RELIANCE,2942.24,2953.94,2920.53,2927.96,5676294
2021-05-12,RELIANCE,2927.96,2933.46,2898.24,2901.65,5618794
2021-05-13,RELIANCE,2901.65,2913.08,2892.56,2907.97,8082802
2021-05-14,RELIANCE,2907.97,2982.11,2905.77,2977.33,6341772
2021-05-17,RELIANCE,2977.33,3000.78,2970.67,2992.63,6680630
2021-05-18,RELIANCE,2992.63,2998.97,2920.57,2926.66,10726362
2021-05-19,RELIANCE,2926.66,2952.26,2918.09,2942.46,9439092
2021-05-20,RELIANCE,2942.46,2943.95,2926.1,2928.3,3194941
2021-05-21,RELIANCE,2928.3,2928.77,2902.87,2903.67,6622146
2021-05-24,RELIANCE,2903.67,2907.6,2893.94,2896.84,5216157
2021-05-25,RELIANCE,2896.84,2902.43,2844.24,2848.08,6263873
2021-05-26,RELIANCE,2848.08,2865.35,2847.98,2865.23,8816115
2021-05-27,RELIANCE,2865.23,2896.46,2860.0,2889.5,5435912
2021-05-28,RELIANCE,2889.5,2914.01,2887.9,2912.37,8997809
2021-05-31,RELIANCE,2912.37,2925.85,2909.0,2923.65,4097380
2021-06-01,RELIANCE,2923.65,2980.54,2907.36,2965.5,5968768
2021-06-02,RELIANCE,2965.5,3003.69,2954.65,2996.48,7523655
2021-06-03,RELIANCE,2996.48,3031.71,2954.29,2978.52,14086239
2021-06-04,RELIANCE,2978.52,2994.55,2841.7,2850.91,8026260
2021-06-07,RELIANCE,2850.91,2854.17,2776.38,2779.54,7504746
2021-06-08,RELIANCE,2779.54,2845.49,2764.84,2827.88,11569872
2021-06-09,RELIANCE,2827.88,2841.63,2764.19,2795.81,7000455
2021-06-10,RELIANCE,2795.81,2842.59,2776.69,2817.56,12852165
2021-06-11,RELIANCE,2817.56,2872.25,2813.78,2869.2,4789385
2021-06-14,RELIANCE,2869.2,2924.46,2853.66,2896.44,5166301
2021-06-15,RELIANCE,2896.44,2905.23,2867.9,2876.18,11291972
2021-06-16,RELIANCE,2876.18,3049.12,2814.21,2993.24,6741603
2021-06-17,RELIANCE,2993.24,3001.31,2835.06,2842.92,6082066
2021-06-18,RELIANCE,2842.92,2874.01,2829.78,2862.92,8334073
2021-06-21,RELIANCE,2862.92,2990.56,2840.51,2961.43,5790227
2021-06-22,RELIANCE,2961.43,2984.13,2892.07,2917.6,7917504
2021-06-23,RELIANCE,2917.6,2923.31,2880.0,2886.53,12933981
2021-06-24,RELIANCE,2886.53,2905.0,2822.45,2835.96,9963007
2021-06-25,RELIANCE,2835.96,2867.27,2777.86,2822.97,9437162
2021-06-28,RELIANCE,2822.97,2901.03,2817.97,2897.03,16961155
2021-06-29,RELIANCE,2897.03,2912.45,2742.81,2775.6,7436742
2021-06-30,RELIANCE,2775.6,2812.3,2661.52,2691.3,7587598
2021-07-01,RELIANCE,2691.3,2699.55,2617.2,2623.61,6255011
2021-07-02,RELIANCE,2623.61,2663.03,2560.56,2589.94,6003042
2021-07-05,RELIANCE,2589.94,2620.2,2565.88,2596.28,10916470
2021-07-06,RELIANCE,2596.28,2637.34,2595.79,2636.7,11910719
2021-07-07,RELIANCE,2636.7,2641.64,2607.36,2615.41,4962846
2021-07-08,RELIANCE,2615.41,2618.35,2573.64,2576.28,13762805
2021-07-09,RELIANCE,2576.28,2645.15,2565.92,2636.03,13975796
2021-07-12,RELIANCE,2636.03,2653.94,2585.05,2595.63,9564313
2021-07-13,RELIANCE,2595.63,2605.57,2460.22,2471.89,10280680
2021-07-14,RELIANCE,2471.89,2525.1,2460.24,2504.54,4609386
2021-07-15,RELIANCE,2504.54,2569.32,2498.64,2561.59,14487318
2021-07-16,RELIANCE,2561.59,2564.89,2474.37,2483.38,14157107
2021-07-19,RELIANCE,2483.38,2485.73,2466.24,2468.73,7354074
2021-07-20,RELIANCE,2468.73,2474.72,2446.88,2458.15,10649461
2021-07-21,RELIANCE,2458.15,2459.31,2422.7,2424.79,5955937
2021-07-22,RELIANCE,2424.79,2445.69,2342.91,2351.72,11205463
2021-07-23,RELIANCE,2351.72,2358.64,2247.76,2255.7,11073774
2021-07-26,RELIANCE,2255.7,2259.6,2145.54,2147.58,7130284
2021-07-27,RELIANCE,2147.58,2159.65,2002.85,2018.72,12025362
2021-07-28,RELIANCE,2018.72,2037.87,1908.61,1932.12,13493110
2021-07-29,RELIANCE,1932.12,1936.93,1793.21,1798.16,10222177
2021-07-30,RELIANCE,1798.16,1799.67,1748.5,1750.05,6962124
2021-08-02,RELIANCE,1750.05,1823.88,1747.44,1821.41,8636377
2021-08-03,RELIANCE,1821.41,1832.75,1803.43,1814.86,9100427
2021-08-04,RELIANCE,1814.86,1817.19,1801.39,1804.43,7091518
2021-08-05,RELIANCE,1804.43,1831.87,1791.65,1811.73,8974204
2021-08-06,RELIANCE,1811.73,1813.1,1729.68,1731.56,9777676
2021-08-09,RELIANCE,1731.56,1735.49,1717.35,1721.16,5285131
2021-08-10,RELIANCE,1721.16,1727.93,1717.32,1723.82,7574039
2021-08-11,RELIANCE,1723.82,1725.77,1702.01,1705.01,7686099
2021-08-12,RELIANCE,1705.01,1717.78,1701.75,1713.73,5421923
2021-08-13,RELIANCE,1713.73,1714.63,1709.69,1711.75,8479324
2021-08-16,RELIANCE,1711.75,1721.21,1707.7,1718.15,9601629
2021-08-17,RELIANCE,1718.15,1734.44,1717.68,1734.08,7523186
2021-08-18,RELIANCE,1734.08,1749.26,1732.73,1746.77,8207504
2021-08-19,RELIANCE,1746.77,1759.71,1741.34,1757.12,7082106
2021-08-20,RELIANCE,1757.12,1757.18,1751.24,1751.31,3663909
2021-08-23,RELIANCE,1751.31,1752.76,1722.29,1723.45,7454899
2021-08-24,RELIANCE,1723.45,1730.45,1721.66,1727.5,7109392
2021-08-25,RELIANCE,1727.5,1736.31,1694.08,1701.19,10011294
2021-08-26,RELIANCE,1701.19,1707.94,1682.16,1686.09,5723260
2021-08-27,RELIANCE,1686.09,1709.07,1676.75,1700.22,9227283
2021-08-30,RELIANCE,1700.22,1702.04,1695.42,1696.84,9789832
2021-08-31,RELIANCE,1696.84,1708.75,1691.74,1703.07,6548156
2021-09-01,RELIANCE,1703.07,1714.52,1700.11,1711.17,3182631
2021-09-02,RELIANCE,1711.17,1733.62,1709.79,1731.6,3350149
2021-09-03,RELIANCE,1731.6,1764.06,1729.33,1761.75,3676135
2021-09-06,RELIANCE,1761.75,1768.02,1731.43,1735.75,2622969
2021-09-07,RELIANCE,1735.75,1742.93,1730.85,1739.6,5078653
2021-09-08,RELIANCE,1739.6,1786.8,1736.96,1779.81,6978571
2021-09-09,RELIANCE,1779.81,1806.56,1778.23,1804.24,8047392
2021-09-10,RELIANCE,1804.24,1829.5,1802.01,1827.35,3986703
2021-09-13,RELIANCE,1827.35,1827.98,1818.1,1818.82,8085549
2021-09-14,RELIANCE,1818.82,1819.46,1817.2,1817.54,8821148
2021-09-15,RELIANCE,1817.54,1818.62,1809.15,1811.12,9631517
2021-09-16,RELIANCE,1811.12,1831.16,1804.69,1822.85,5886964
2021-09-17,RELIANCE,1822.85,1823.05,1802.66,1802.8,2976343
2021-09-20,RELIANCE,1802.8,1808.67,1757.01,1762.61,5800279
2021-09-21,RELIANCE,1762.61,1770.07,1750.2,1758.54,5451942
2021-09-22,RELIANCE,1758.54,1759.79,1721.45,1724.06,7298118
2021-09-23,RELIANCE,1724.06,1728.58,1707.92,1713.86,10526942
2021-09-24,RELIANCE,1713.86,1744.08,1705.61,1738.65,6119261
2021-09-27,RELIANCE,1738.65,1740.29,1717.43,1718.87,4214335
2021-09-28,RELIANCE,1718.87,1731.23,1717.55,1728.89,3806389
2021-09-29,RELIANCE,1728.89,1732.4,1723.01,1725.46,9812404
2021-09-30,RELIANCE,1725.46,1729.05,1711.56,1714.83,7358877
2021-10-01,RELIANCE,1714.83,1724.84,1685.4,1690.34,2664391
2021-10-04,RELIANCE,1690.34,1697.68,1689.9,1697.35,2934425
2021-10-05,RELIANCE,1697.35,1697.88,1679.17,1679.7,5679321
2021-10-06,RELIANCE,1679.7,1680.62,1647.87,1649.5,5706727
2021-10-07,RELIANCE,1649.5,1652.69,1649.26,1652.32,4751360
2021-10-08,RELIANCE,1652.32,1653.02,1646.05,1646.91,3836548
2021-10-11,RELIANCE,1646.91,1648.33,1636.95,1639.56,3592025
2021-10-12,RELIANCE,1639.56,1662.76,1638.45,1661.77,5507178
2021-10-13,RELIANCE,1661.77,1674.79,1639.9,1658.78,4326629
2021-10-14,RELIANCE,1658.78,1660.44,1628.95,1632.58,4763044
2021-10-15,RELIANCE,1632.58,1638.33,1631.83,1637.7,6610505
2021-10-18,RELIANCE,1637.7,1644.37,1632.79,1640.76,5229198
2021-10-19,RELIANCE,1640.76,1646.84,1638.2,1643.77,2985483
2021-10-20,RELIANCE,1643.77,1662.55,1643.22,1662.22,3439302
2021-10-21,RELIANCE,1662.22,1666.62,1625.4,1628.56,4214249
2021-10-22,RELIANCE,1628.56,1647.93,1625.87,1642.39,7706441
2021-10-25,RELIANCE,1642.39,1644.3,1579.45,1582.22,5078450
2021-10-26,RELIANCE,1582.22,1589.07,1572.28,1583.29,3771280
2021-10-27,RELIANCE,1583.29,1599.46,1581.04,1594.81,2802223
2021-10-28,RELIANCE,1594.81,1597.51,1581.1,1582.92,8402533
2021-10-29,RELIANCE,1582.92,1613.72,1576.82,1609.5,3483598
2021-11-01,RELIANCE,1609.5,1612.1,1601.81,1604.0,4706639
2021-11-02,RELIANCE,1604.0,1607.2,1584.15,1587.3,4921613
2021-11-03,RELIANCE,1587.3,1587.55,1586.92,1587.29,9016039
2021-11-04,RELIANCE,1587.29,1589.83,1575.34,1577.06,8632597
2021-11-05,RELIANCE,1577.06,1582.07,1561.16,1571.02,10848113
2021-11-08,RELIANCE,1571.02,1582.79,1567.44,1581.51,2357101
2021-11-09,RELIANCE,1581.51,1592.52,1578.62,1589.02,3302869
2021-11-10,RELIANCE,1589.02,1597.06,1578.67,1585.58,4583826
2021-11-11,RELIANCE,1585.58,1587.48,1572.68,1575.2,5491977
2021-11-12,RELIANCE,1575.2,1599.81,1574.36,1598.88,5520704
2021-11-15,RELIANCE,1598.88,1611.88,1598.65,1611.68,6235512
2021-11-16,RELIANCE,1611.68,1627.15,1606.49,1617.02,3657042
2021-11-17,RELIANCE,1617.02,1643.02,1613.95,1641.43,10330837
2021-11-18,RELIANCE,1641.43,1659.61,1638.63,1656.83,9698597
2021-11-19,RELIANCE,1656.83,1670.55,1651.42,1663.16,6906498
2021-11-22,RELIANCE,1663.16,1665.26,1627.82,1629.81,10094972
2021-11-23,RELIANCE,1629.81,1632.79,1625.84,1630.48,3490636
2021-11-24,RELIANCE,1630.48,1634.07,1624.91,1629.44,5729932
2021-11-25,RELIANCE,1629.44,1639.97,1623.91,1634.44,4870556
2021-11-26,RELIANCE,1634.44,1662.6,1633.55,1661.74,7298212
2021-11-29,RELIANCE,1661.74,1664.43,1659.25,1660.81,7020803
2021-11-30,RELIANCE,1660.81,1677.96,1660.3,1677.44,8696816
2021-12-01,RELIANCE,1677.44,1677.66,1668.08,1668.23,6366197
2021-12-02,RELIANCE,1668.23,1683.38,1660.61,1678.98,4529538
2021-12-03,RELIANCE,1678.98,1684.35,1667.55,1675.98,3869390
2021-12-06,RELIANCE,1675.98,1679.63,1645.75,1650.73,8473218
2021-12-07,RELIANCE,1650.73,1671.79,1642.5,1663.44,7392753
2021-12-08,RELIANCE,1663.44,1676.43,1659.06,1670.75,5541968
2021-12-09,RELIANCE,1670.75,1675.11,1661.09,1665.22,5344310
2021-12-10,RELIANCE,1665.22,1683.58,1664.81,1683.09,2261596
2021-12-13,RELIANCE,1683.09,1697.11,1676.34,1691.04,7621910
2021-12-14,RELIANCE,1691.04,1693.3,1689.4,1691.88,5356624
2021-12-15,RELIANCE,1691.88,1701.74,1688.8,1698.72,6152720
2021-12-16,RELIANCE,1698.72,1701.05,1678.43,1680.28,4758996
2021-12-17,RELIANCE,1680.28,1681.82,1677.6,1678.62,4181331
2021-12-20,RELIANCE,1678.62,1688.98,1677.56,1688.16,8571542
2021-12-21,RELIANCE,1688.16,1694.38,1687.34,1693.82,6937268
2021-12-22,RELIANCE,1693.82,1693.84,1688.21,1688.24,7496606
2021-12-23,RELIANCE,1688.24,1715.65,1687.49,1714.79,4354483
2021-12-24,RELIANCE,1714.79,1717.15,1712.03,1713.39,4276015
2021-12-27,RELIANCE,1713.39,1749.37,1709.34,1744.68,6011732
2021-12-28,RELIANCE,1744.68,1750.38,1729.03,1736.21,9561897
2021-12-29,RELIANCE,1736.21,1752.0,1729.66,1748.94,3046241
2021-12-30,RELIANCE,1748.94,1750.41,1747.14,1748.88,3990486
2021-12-31,RELIANCE,1748.88,1779.36,1740.13,1769.55,10595148
2022-01-03,RELIANCE,1769.55,1772.57,1745.01,1746.72,6275206
2022-01-04,RELIANCE,1746.72,1748.67,1723.55,1728.01,5896959
2022-01-05,RELIANCE,1728.01,1739.1,1724.42,1733.46,5950514
2022-01-06,RELIANCE,1733.46,1738.89,1730.9,1736.48,4397048
2022-01-07,RELIANCE,1736.48,1756.76,1733.18,1752.58,6623995
2022-01-10,RELIANCE,1752.58,1757.2,1740.04,1747.48,8002747
2022-01-11,RELIANCE,1747.48,1752.72,1729.25,1736.27,5261268
2022-01-12,RELIANCE,1736.27,1749.19,1730.19,1741.58,6863042
2022-01-13,RELIANCE,1741.58,1785.44,1739.37,1783.54,5486799
2022-01-14,RELIANCE,1783.54,1802.88,1782.43,1802.06,4625299
2022-01-17,RELIANCE,1802.06,1813.82,1801.61,1813.31,7698553
2022-01-18,RELIANCE,1813.31,1815.43,1810.12,1812.41,5021298
2022-01-19,RELIANCE,1812.41,1821.04,1812.31,1820.9,5273147
2022-01-20,RELIANCE,1820.9,1852.06,1804.95,1843.71,4445859
2022-01-21,RELIANCE,1843.71,1851.97,1833.88,1840.58,5910276
2022-01-24,RELIANCE,1840.58,1840.91,1826.05,1826.55,7352388
2022-01-25,RELIANCE,1826.55,1829.71,1794.8,1797.22,7571302
2022-01-26,RELIANCE,1797.22,1798.72,1783.57,1785.64,4374910
2022-01-27,RELIANCE,1785.64,1786.53,1780.0,1780.49,6459562
2022-01-28,RELIANCE,1780.49,1781.07,1762.03,1763.18,3641125
2022-01-31,RELIANCE,1763.18,1765.74,1756.38,1758.28,11451532
2022-02-01,RELIANCE,1758.28,1766.8,1756.91,1765.21,7298481
2022-02-02,RELIANCE,1765.21,1783.28,1758.72,1777.36,4211344
2022-02-03,RELIANCE,1777.36,1777.74,1773.59,1774.03,6385753
2022-02-04,RELIANCE,1774.03,1781.36,1771.28,1778.82,6528711
2022-02-07,RELIANCE,1778.82,1785.47,1737.87,1744.71,7957951
2022-02-08,RELIANCE,1744.71,1750.56,1732.99,1738.89,7460108
2022-02-09,RELIANCE,1738.89,1743.49,1729.09,1733.6,8095817
2022-02-10,RELIANCE,1733.6,1746.82,1732.16,1744.3,5857150
2022-02-11,RELIANCE,1744.3,1753.37,1701.25,1710.49,6198636
2022-02-14,RELIANCE,1710.49,1755.77,1704.46,1752.23,6731895
2022-02-15,RELIANCE,1752.23,1764.18,1745.53,1757.98,6833952
2022-02-16,RELIANCE,1757.98,1778.05,1755.74,1774.91,7930342
2022-02-17,RELIANCE,1774.91,1844.79,1771.56,1839.05,8538072
2022-02-18,RELIANCE,1839.05,1855.76,1778.88,1793.3,10313642
2022-02-21,RELIANCE,1793.3,1801.48,1764.69,1772.46,9369596
2022-02-22,RELIANCE,1772.46,1776.3,1767.66,1773.76,4098990
2022-02-23,RELIANCE,1773.76,1788.62,1674.89,1689.25,13672542
2022-02-24,RELIANCE,1689.25,1698.28,1627.09,1631.08,6726694
2022-02-25,RELIANCE,1631.08,1636.83,1563.79,1569.23,11964732
2022-02-28,RELIANCE,1569.23,1571.21,1532.96,1534.67,13186420
2022-03-01,RELIANCE,1534.67,1536.19,1494.84,1496.06,8422413
2022-03-02,RELIANCE,1496.06,1571.05,1495.4,1570.35,8233643
2022-03-03,RELIANCE,1570.35,1600.06,1564.9,1592.62,14406786
2022-03-04,RELIANCE,1592.62,1622.89,1588.02,1620.06,6747374
2022-03-07,RELIANCE,1620.06,1738.05,1607.81,1726.79,7474780
2022-03-08,RELIANCE,1726.79,1757.09,1718.58,1747.12,11514397
2022-03-09,RELIANCE,1747.12,1781.53,1733.97,1768.39,6630027
2022-03-10,RELIANCE,1768.39,1776.39,1720.52,1736.55,11672588
2022-03-11,RELIANCE,1736.55,1751.23,1702.09,1724.73,7835648
2022-03-14,RELIANCE,1724.73,1825.99,1710.24,1817.21,7548942
2022-03-15,RELIANCE,1817.21,1829.82,1805.81,1814.5,6486303
2022-03-16,RELIANCE,1814.5,1870.27,1807.33,1860.32,5175014
2022-03-17,RELIANCE,1860.32,1903.63,1858.88,1900.51,4875800
2022-03-18,RELIANCE,1900.51,1900.79,1885.05,1885.73,8334199
2022-03-21,RELIANCE,1885.73,1928.75,1882.19,1925.84,6876659
2022-03-22,RELIANCE,1925.84,1929.41,1893.83,1898.66,9320057
2022-03-23,RELIANCE,1898.66,1907.54,1888.46,1893.64,8510005
2022-03-24,RELIANCE,1893.64,1898.51,1889.24,1895.53,4374101
2022-03-25,RELIANCE,1895.53,1940.06,1894.76,1939.34,4807418
2022-03-28,RELIANCE,1939.34,1983.34,1932.05,1976.0,9332299
2022-03-29,RELIANCE,1976.0,1990.1,1966.63,1982.74,5659868
2022-03-30,RELIANCE,1982.74,1983.92,1974.78,1976.21,3924400
2022-03-31,RELIANCE,1976.21,1995.1,1973.05,1990.94,6884339
2022-04-01,RELIANCE,1990.94,1992.56,1989.78,1991.9,8028854
2022-04-04,RELIANCE,1991.9,2008.88,1984.04,2000.97,5305932
2022-04-05,RELIANCE,2000.97,2008.55,1941.6,1949.42,5425684
2022-04-06,RELIANCE,1949.42,1954.33,1906.76,1910.04,5788134
2022-04-07,RELIANCE,1910.04,1936.29,1903.71,1933.12,8450823
2022-04-08,RELIANCE,1933.12,1960.39,1921.05,1949.19,6057579
2022-04-11,RELIANCE,1949.19,1990.8,1943.57,1983.44,3889250
2022-04-12,RELIANCE,1983.44,1984.91,1965.8,1967.7,8056079
2022-04-13,RELIANCE,1967.7,1984.3,1965.15,1981.4,6978718
2022-04-14,RELIANCE,1981.4,1989.55,1961.53,1969.41,6469910
2022-04-15,RELIANCE,1969.41,1994.0,1967.72,1991.64,5373494
2022-04-18,RELIANCE,1991.64,1995.62,1967.11,1970.67,3314847
2022-04-19,RELIANCE,1970.67,1998.25,1967.7,1996.11,4603909
2022-04-20,RELIANCE,1996.11,1998.81,1988.25,1989.95,2587055
2022-04-21,RELIANCE,1989.95,1990.03,1983.5,1983.55,5477729
2022-04-22,RELIANCE,1983.55,1990.97,1951.85,1955.69,7799801
2022-04-25,RELIANCE,1955.69,1967.33,1954.47,1965.95,3363350
2022-04-26,RELIANCE,1965.95,1982.36,1929.82,1943.53,4958414
2022-04-27,RELIANCE,1943.53,1950.16,1941.8,1946.68,5136378
2022-04-28,RELIANCE,1946.68,1947.35,1907.48,1908.13,6757342
2022-04-29,RELIANCE,1908.13,1913.8,1858.7,1864.26,7299983
2022-05-02,RELIANCE,1864.26,1869.44,1850.63,1855.02,3857948
2022-05-03,RELIANCE,1855.02,1879.55,1852.98,1877.39,8562140
2022-05-04,RELIANCE,1877.39,1881.17,1873.14,1875.01,6196437
2022-05-05,RELIANCE,1875.01,1877.25,1860.64,1864.0,7968831
2022-05-06,RELIANCE,1864.0,1866.57,1832.75,1835.35,5381702
2022-05-09,RELIANCE,1835.35,1841.83,1833.45,1839.43,3353575
2022-05-10,RELIANCE,1839.43,1844.44,1788.58,1800.61,7695505
2022-05-11,RELIANCE,1800.61,1818.88,1799.78,1817.41,9288435
2022-05-12,RELIANCE,1817.41,1823.51,1815.48,1819.67,3160801
2022-05-13,RELIANCE,1819.67,1828.97,1815.35,1825.3,7965581
2022-05-16,RELIANCE,1825.3,1834.69,1817.54,1827.7,7654383
2022-05-17,RELIANCE,1827.7,1827.84,1820.51,1820.83,6127863
2022-05-18,RELIANCE,1820.83,1823.73,1804.28,1809.24,3846799
2022-05-19,RELIANCE,1809.24,1836.42,1805.07,1833.84,4606704
2022-05-20,RELIANCE,1833.84,1834.76,1810.11,1810.53,6911993
2022-05-23,RELIANCE,1810.53,1832.34,1808.26,1829.91,4755455
2022-05-24,RELIANCE,1829.91,1842.38,1827.21,1840.63,4458026
2022-05-25,RELIANCE,1840.63,1842.21,1827.6,1828.95,8359468
2022-05-26,RELIANCE,1828.95,1831.2,1828.61,1830.97,7444126
2022-05-27,RELIANCE,1830.97,1837.52,1813.12,1818.75,4740565
2022-05-30,RELIANCE,1818.75,1822.09,1810.31,1813.19,5686275
2022-05-31,RELIANCE,1813.19,1814.77,1790.33,1791.65,8275953
